Date,Open,High,Low,Adj Close,Volume,sma,rsi,ma,std_dev,upperband,lowerband,EMA12,EMA26,MACD,Signal_Line,MACD_Histogram,Close
2022-02-18,169.82000732421875,170.5399932861328,166.19000244140625,165.18568420410156,82772700,169.7545,55.2888,169.7545,5.5458,180.8461,158.6629,170.56978268278192,171.37153619929603,-0.8017535165141112,-0.5546448155574348,-0.24710870095667636,167.3000030517578
2022-02-22,164.97999572753906,166.69000244140625,162.14999389648438,162.2433624267578,91162800,169.8895,52.7881,169.8895,5.3673,180.6241,159.1549,169.60827878146452,170.84920072706808,-1.24092194560356,-0.69190024156666,-0.5490217040369001,164.32000732421875
2022-02-23,165.5399932861328,166.14999389648438,159.75,158.04705810546875,90009200,169.904,50.2853,169.904,5.3389,180.5818,159.2262,168.1408524034267,170.05074195648666,-1.909889553059969,-0.9354981038653218,-0.9743914491946473,160.07000732421875
2022-02-24,152.5800018310547,162.85000610351562,152.0,160.68331909179688,141147500,170.0565,52.8553,170.0565,5.0685,180.1935,159.9195,167.3099528787709,169.50920592216647,-2.199253043395572,-1.188249091771372,-1.0110039516242002,162.74000549316406
2022-02-25,163.83999633789062,165.1199951171875,160.8699951171875,162.7666778564453,91974200,170.338,55.1135,170.338,4.5665,179.471,161.205,166.93149952873162,169.1640800096738,-2.2325804809421754,-1.3971153696055327,-0.8354651113366427,164.85000610351562
2022-02-28,163.05999755859375,165.4199981689453,162.42999267578125,163.03323364257812,95056600,170.0775,44.1077,170.0775,4.7132,179.5039,160.6511,166.65280654234022,168.86451816578594,-2.211711623445723,-1.5600346203735707,-0.6516770030721522,165.1199951171875
2022-03-01,164.6999969482422,166.60000610351562,161.97000122070312,161.1374969482422,83474400,169.4985,36.1084,169.4985,4.8153,179.1291,159.8679,166.12160506632512,168.44492400152342,-2.3233189351983015,-1.712691483338517,-0.6106274518597845,163.1999969482422
2022-03-02,164.38999938964844,167.36000061035156,162.9499969482422,164.45504760742188,79724800,169.096,41.0296,169.096,4.7006,178.4972,159.6948,166.1890500651357,168.30529982056566,-2.116249755429976,-1.793403137756809,-0.32284661767316725,166.55999755859375
2022-03-03,168.47000122070312,168.91000366210938,165.5500030517578,164.12921142578125,76678400,168.6155,39.0721,168.6155,4.46,177.5355,159.6955,166.19534939781312,168.1515735914526,-1.9562241936394855,-1.8259673489333443,-0.13025684470614118,166.22999572753906
2022-03-04,164.49000549316406,165.5500030517578,162.10000610351562,161.10787963867188,83737200,168.129,38.9657,168.129,4.4985,177.126,159.132,165.72991074721807,167.78256800460022,-2.052657257382151,-1.8713053306231058,-0.18135192675904532,163.1699981689453
2022-03-07,163.36000061035156,165.02000427246094,159.0399932861328,157.2867889404297,96418800,167.4745,36.2065,167.4745,4.7888,177.0521,157.8969,164.74069417868571,167.15422985994525,-2.413535681259532,-1.9797514007503911,-0.43378428050914075,159.3000030517578
2022-03-08,158.82000732421875,162.8800048828125,155.8000030517578,155.45030212402344,131148300,166.7635,35.3643,166.7635,5.1748,177.1131,156.4139,163.61751083448888,166.434657458572,-2.817146624083108,-2.147230445416935,-0.6699161786661731,157.44000244140625
2022-03-09,161.47999572753906,163.41000366210938,159.41000366210938,160.8906707763672,91454900,166.1695,38.3346,166.1695,4.8732,175.9159,156.4231,163.5148163904509,166.17653445780684,-2.6617180673559346,-2.250127969804735,-0.41159009755119946,162.9499969482422
2022-03-10,160.1999969482422,160.38999938964844,155.97999572753906,156.51666259765625,105342000,165.2815,33.525,165.2815,4.5406,174.3627,156.2003,162.74638375691399,165.60938407370716,-2.863000316793176,-2.372702439202423,-0.49029787759075294,158.52000427246094
2022-03-11,158.92999267578125,159.27999877929688,154.5,152.77455139160156,96970100,164.412,33.7568,164.412,4.8187,174.0494,154.7746,161.5130932908563,164.80350345547248,-3.2904101646161905,-2.5562439842851767,-0.7341661803310138,154.72999572753906
2022-03-14,151.4499969482422,154.1199951171875,150.10000610351562,148.7164764404297,108732100,163.511,33.3641,163.511,5.6068,174.7246,152.2974,159.8372320333688,163.7528732081921,-3.915641174823321,-2.828123422392806,-1.0875177524305153,150.6199951171875
2022-03-15,150.89999389648438,155.57000732421875,150.3800048828125,153.12998962402344,92964300,162.8215,38.1915,162.8215,5.7577,174.3369,151.3061,159.1068880802183,163.11117862520683,-4.004290544988521,-3.063356846911949,-0.9409336980765719,155.08999633789062
2022-03-16,157.0500030517578,160.0,154.4600067138672,157.57313537597656,102300200,162.1615,38.8098,162.1615,5.2926,172.7467,151.5763,159.1812124275525,162.85035030762788,-3.6691378800753682,-3.184513053544633,-0.48462482653073513,159.58999633789062
2022-03-17,158.61000061035156,161.0,157.6300048828125,158.59011840820312,75615400,161.565,40.0201,161.565,4.6992,170.9634,152.1666,159.40256361057328,162.6851388120397,-3.2825752014664147,-3.2041254831289896,-0.07844971833742509,160.6199951171875
2022-03-18,160.50999450683594,164.47999572753906,159.75999450683594,161.90765380859375,123511700,161.32,45.8796,161.32,4.417,170.154,152.486,160.1067839362603,162.7810541391137,-2.6742702028533927,-3.0981544270738706,0.4238842242204779,163.97999572753906
2022-03-21,163.50999450683594,166.35000610351562,163.00999450683594,163.2899627685547,95811400,161.224,48.3806,161.224,4.2995,169.823,152.625,160.91804869726835,162.97356900901733,-2.055520311748978,-2.8896276040088926,0.8341072922599144,165.3800048828125
2022-03-22,165.50999450683594,169.4199981689453,164.91000366210938,166.6864776611328,81532000,161.449,53.7663,161.449,4.5787,170.6064,152.2916,162.13373463987608,163.40663851384707,-1.2729038739709893,-2.566282858001312,1.2933789840303227,168.82000732421875
2022-03-23,167.99000549316406,172.63999938964844,167.64999389648438,168.05892944335938,98062700,161.956,58.9135,161.956,4.9632,171.8824,152.0296,163.3762380358747,163.91059171384856,-0.5343536779738542,-2.1598970219958202,1.625543344021966,170.2100067138672
2022-03-24,171.05999755859375,174.13999938964844,170.2100067138672,171.87013244628906,90131400,162.5225,59.7555,162.5225,5.6557,173.8339,151.2111,165.02143331100456,164.66314101832043,0.3582922926841263,-1.656259159059831,2.0145514517439573,174.07000732421875
2022-03-25,173.8800048828125,175.27999877929688,172.75,172.51193237304688,80546200,163.016,58.7175,163.016,6.2671,175.5502,150.4818,166.5135206817274,165.40809362590434,1.1054270558230712,-1.1039219160832505,2.209348971906322,174.72000122070312
2022-03-28,172.1699981689453,175.72999572753906,172.0,173.3808135986328,90371900,163.54,59.1576,163.54,6.8621,177.2642,149.8158,167.91144151584868,166.1630501057274,1.748391410121286,-0.5334592508423432,2.281850660963629,175.60000610351562
2022-03-29,176.69000244140625,179.00999450683594,176.33999633789062,176.6983642578125,100589400,164.328,63.4334,164.328,7.6775,179.683,148.973,169.61122077708228,167.11097281744145,2.5002479596408307,0.07328219125429147,2.4269657683865393,178.9600067138672
2022-03-30,178.5500030517578,179.61000061035156,176.6999969482422,175.5233917236328,92633200,164.8885,59.9221,164.8885,8.2377,181.3639,148.4131,170.86641823790978,167.90053070299845,2.9658875349113316,0.6518032599856995,2.314084274925632,177.77000427246094
2022-03-31,177.83999633789062,178.02999877929688,174.39999389648438,172.4033203125,103049300,165.3075,57.0634,165.3075,8.5179,182.3433,148.2717,171.4423539875162,168.3975284739135,3.044825513602717,1.130407710709103,1.914417802893614,174.61000061035156
2022-04-01,174.02999877929688,174.8800048828125,171.94000244140625,172.10711669921875,78751300,165.8645,59.8479,165.8645,8.7323,183.3291,148.3999,171.88352992152815,168.83548914685275,3.0480407746753997,1.5139343235023626,1.5341064511730371,174.30999755859375
2022-04-04,174.57000732421875,178.49000549316406,174.44000244140625,176.18490600585938,76468400,166.8215,66.8427,166.8215,9.0191,184.8597,148.7833,172.8922180015094,169.54693457607894,3.345283425430466,1.8802041438879835,1.4650792815424827,178.44000244140625
2022-04-05,177.5,178.3000030517578,174.4199981689453,172.8476104736328,73401800,167.7025,65.1011,167.7025,8.9145,185.5315,149.8735,173.22572254875314,169.95530961182078,3.2704129369323596,2.1582459024968585,1.112167034435501,175.05999755859375
2022-04-06,172.36000061035156,173.6300048828125,170.1300048828125,169.65843200683594,89058800,168.1465,57.9201,168.1465,8.8864,185.9193,150.3737,173.01099628449182,170.0941757021344,2.916820582357417,2.3099608384689705,0.6068597438884464,171.8300018310547
2022-04-07,171.16000366210938,173.36000061035156,169.85000610351562,169.9645233154297,77594700,168.8275,63.1113,168.8275,8.628,186.0835,151.5715,172.87699676220825,170.24571819750582,2.631278564702427,2.374224383715662,0.25705418098676525,172.13999938964844
2022-04-08,171.77999877929688,171.77999877929688,169.1999969482422,167.94044494628906,76575500,169.5955,65.2988,169.5955,7.9652,185.5259,153.6651,172.44822746615938,170.23418324494173,2.214044221217648,2.342188351216059,-0.12814412999841096,170.08999633789062
2022-04-11,168.7100067138672,169.02999877929688,165.5,163.6552734375,72246700,170.352,65.001,170.352,6.6835,183.719,156.985,171.41773093290408,169.9020215230942,1.5157094098098867,2.1768925629348246,-0.6611831531249379,165.75
2022-04-12,168.02000427246094,169.8699951171875,166.63999938964844,165.54112243652344,79265200,170.9805,63.1293,170.9805,5.69,182.3605,159.6005,170.8396190450895,169.7359461259842,1.1036729191052927,1.9622486341689183,-0.8585757150636255,167.66000366210938
2022-04-13,167.38999938964844,171.0399932861328,166.77000427246094,168.24649047851562,70618900,171.521,61.722,171.521,5.0257,181.5724,161.4696,170.77198440684256,169.78513484972495,0.9868495571176084,1.7671688187586563,-0.7803192616410479,170.39999389648438
2022-04-14,170.6199951171875,171.27000427246094,165.0399932861328,163.20108032226562,75329400,171.7545,54.6523,171.7545,4.5814,180.9173,162.5917,169.9286011575026,169.45216140057,0.47643975693262064,1.5090230063934493,-1.0325832494608287,165.2899932861328
2022-04-18,163.9199981689453,166.60000610351562,163.57000732421875,162.98387145996094,69023900,171.809,51.1584,171.809,4.4896,180.7882,162.8298,169.18112518315124,169.12755739491433,0.053567788236904335,1.2179319627621406,-1.1643641745252362,165.07000732421875
2022-04-19,165.02000427246094,167.82000732421875,163.91000366210938,165.28439331054688,67723800,171.91,52.105,171.91,4.3582,180.6264,163.1936,168.9071049852025,168.99958972836396,-0.09248474316146371,0.9558486215774197,-1.0483333647388835,167.39999389648438
2022-04-20,168.75999450683594,168.8800048828125,166.10000610351562,165.11659240722656,67929800,171.8305,48.2219,171.8305,4.4314,180.6933,162.9677,168.6490881763312,168.86850869126584,-0.21942051493465442,0.7207947942750049,-0.9402153092096593,167.22999572753906
2022-04-21,168.91000366210938,171.52999877929688,165.91000366210938,164.31683349609375,87227800,171.641,45.7059,171.641,4.5828,180.8066,162.4754,168.30615125211796,168.68713754146432,-0.38098628934636736,0.5004385775507305,-0.8814248668970979,166.4199981689453
2022-04-22,166.4600067138672,167.8699951171875,161.5,159.74533081054688,84882400,171.027,36.3251,171.027,5.0401,181.1072,160.9468,167.30366541119716,168.17623796699533,-0.8725725557981718,0.22583635088095008,-1.0984089066791218,161.7899932861328
2022-04-25,161.1199951171875,163.1699981689453,158.4600067138672,160.82156372070312,96046400,170.435,36.9431,170.435,5.2734,180.9818,159.8882,166.62310225298413,167.783924405204,-1.160822152219879,-0.05149534973921574,-1.1093268024806633,162.8800048828125
