Date,Open,High,Low,Adj Close,Volume,sma,rsi,ma,std_dev,upperband,lowerband,EMA12,EMA26,MACD,Signal_Line,MACD_Histogram,Close
2024-02-20,71.9469985961914,71.95600128173828,67.73400115966797,69.44303894042969,704833000,67.1132,69.0371,67.1132,4.8809,76.875,57.3514,69.84398057024293,65.40758763114918,4.43639293909375,4.70114960666131,-0.26475666756755967,69.4520034790039
2024-02-21,68.00599670410156,68.88800048828125,66.24800109863281,67.46329498291016,690298000,67.4931,63.8189,67.4931,4.5737,76.6405,58.3457,69.4790605012933,65.56050707492112,3.918553426372185,4.544630370603485,-0.6260769442313006,67.47200012207031
2024-02-22,75.0250015258789,78.57499694824219,74.22000122070312,78.52787017822266,865100000,68.3519,73.1657,68.3519,4.9583,78.2685,58.4353,70.87274381096513,66.52180299634622,4.350940814618909,4.505892459406571,-0.154951644787662,78.53800201416016
2024-02-23,80.79000091552734,82.39399719238281,77.56999969482422,78.80683135986328,829388000,69.2119,73.1831,69.2119,5.2137,79.6393,58.7845,72.09493727739718,67.43255842941491,4.662378847982268,4.53718973712171,0.12518911086055784,78.81700134277344
2024-02-26,79.69999694824219,80.64600372314453,78.50499725341797,79.08180236816406,503973000,70.115,74.5494,70.115,5.2858,80.6866,59.5434,73.17140890682106,68.29622098046954,4.875187926351515,4.604789374967671,0.2703985513838436,79.09200286865234
2024-02-27,79.38099670410156,79.4800033569336,77.16200256347656,78.69084167480469,391705000,70.9268,72.7128,70.9268,5.2959,81.5186,60.335,74.02211467483717,69.06694508554037,4.955169589296801,4.674865417833498,0.2803041714633032,78.70099639892578
2024-02-28,77.62000274658203,78.93299865722656,77.125,77.6529769897461,393110000,71.6712,70.4121,71.6712,5.1335,81.9382,61.4042,74.58225118857916,69.70369004321591,4.87856114536325,4.715604563339449,0.16295658202380103,77.66300201416016
2024-02-29,79.09400177001953,79.98999786376953,78.3499984741211,79.10179138183594,507289000,72.5505,73.9754,72.5505,4.7997,82.1499,62.9511,75.27913554598526,70.40060185569762,4.8785336902876395,4.748190388729087,0.13034330155855223,79.11199951171875
2024-03-01,80.0,82.30000305175781,79.43499755859375,82.26837921142578,479135000,73.5131,75.1069,73.5131,4.719,82.9511,64.0751,76.35603766638957,71.28048314998767,5.075554516401894,4.813663214263649,0.2618913021382454,82.27899932861328
2024-03-04,84.12999725341797,87.69499969482422,83.71900177001953,85.22599792480469,615616000,74.4669,74.9928,74.4669,5.0695,84.6059,64.3279,77.7223394887479,72.31429917678257,5.408040311965337,4.932538633803986,0.4755016781613506,85.23699951171875
2024-03-05,85.2699966430664,86.09700012207031,83.41699981689453,85.95693969726562,520639000,75.2985,73.2811,75.2985,5.5264,86.3513,64.2457,78.99028678081854,73.32538789607327,5.66489888474527,5.0790106839922435,0.5858882007530264,85.96399688720703
2024-03-06,88.02200317382812,89.7239990234375,87.02999877929688,88.69271087646484,582520000,76.3223,77.4145,76.3223,6.0213,88.3649,64.2797,80.48408834503756,74.46424782586357,6.0198405191739965,5.267176651028594,0.7526638681454028,88.69999694824219
2024-03-07,90.15799713134766,92.76699829101562,89.60199737548828,92.66138458251953,608119000,77.4508,78.6131,77.4508,6.8513,91.1534,63.7482,82.3586899409182,75.81274789196713,6.545942048951062,5.522929730613088,1.0230123183379742,92.66899871826172
2024-03-08,95.13800048828125,97.4000015258789,86.50599670410156,87.52081298828125,1142269000,78.3452,70.2695,78.3452,6.945,92.2352,64.4552,83.15396839276612,76.68054433537178,6.47342405739434,5.713028595969338,0.7603954614250013,87.52799987792969
2024-03-11,86.42900085449219,88.7969970703125,84.16600036621094,85.76696014404297,678364000,79.0272,65.7209,79.0272,6.9726,92.9724,65.082,83.55705049775523,77.35413379758093,6.202916700174299,5.8110062168103305,0.3919104833639686,85.77400207519531
2024-03-12,88.04900360107422,91.95999908447266,86.1500015258789,91.90544891357422,668075000,80.0105,69.9002,80.0105,7.343,94.6965,65.3245,84.84258150027907,78.4325684802905,6.410013019988568,5.930807577445978,0.47920544254259045,91.91300201416016
2024-03-13,91.05500030517578,91.50399780273438,88.43499755859375,90.88053894042969,635713000,80.9485,68.6429,80.9485,7.48,95.9085,65.9885,85.77264595997171,79.355193073475,6.417452886496719,6.028136639256126,0.38931624724059244,90.88800048828125
