Date,Open,High,Low,Adj Close,Volume,sma,rsi,ma,std_dev,upperband,lowerband,EMA12,EMA26,MACD,Signal_Line,MACD_Histogram,Close
2008-02-20,4.364285945892334,4.449999809265137,4.345714092254639,3.738713026046753,967439200,4.6054,27.6858,4.6054,0.1772,4.9598,4.251,4.560697928821138,4.945798827177394,-0.3851008983562565,-0.44421287783954394,0.05911197948328745,4.42214298248291
2008-02-21,4.501786231994629,4.516786098480225,4.316429138183594,3.6698687076568604,938114800,4.5741,34.6255,4.5741,0.1649,4.9039,4.2443,4.5268542440507655,4.90097772722453,-0.3741234831737641,-0.430194998906388,0.05607151573262392,4.340713977813721
2008-02-22,4.37428617477417,4.375357151031494,4.138214111328125,3.607062816619873,1529878000,4.5453,35.4908,4.5453,0.1658,4.8769,4.2137,4.486788813804298,4.853974113907803,-0.3671853001035048,-0.41759305914581135,0.050407759042306544,4.2664289474487305
2008-02-25,4.23535680770874,4.291786193847656,4.166429042816162,3.615518808364868,1256774400,4.527,39.7933,4.527,0.1744,4.8758,4.1782,4.454425792654494,4.8111930074206,-0.35676721476610673,-0.4054278902698705,0.04866067550376374,4.276429176330566
2008-02-26,4.2014288902282715,4.324643135070801,4.122857093811035,3.597703218460083,1504888000,4.5076,39.332,4.5076,0.1822,4.872,4.1432,4.423799792036149,4.770019954177241,-0.3462201621410914,-0.3935863446441147,0.04736618250302327,4.255356788635254
2008-02-27,4.222499847412109,4.3946428298950195,4.21750020980835,3.712745189666748,1475138000,4.4923,41.9331,4.4923,0.1782,4.8487,4.1359,4.418819662099623,4.741976175901055,-0.3231565138014316,-0.3795003784755781,0.05634386467414648,4.3914289474487305
2008-02-28,4.5428571701049805,4.721428871154785,4.491786003112793,3.922600269317627,1618254400,4.4882,48.0921,4.4882,0.1736,4.8354,4.141,4.452792512898337,4.734395954892922,-0.2816034419945854,-0.3599209911793796,0.07831754918479417,4.63964319229126
2008-02-29,4.617499828338623,4.650356769561768,4.4571428298950195,3.774946451187134,1255480800,4.4698,41.5523,4.4698,0.1533,4.7764,4.1632,4.454670611312114,4.714440710277734,-0.2597700989656202,-0.3398908127366277,0.08012071377100749,4.465000152587891
2008-03-03,4.444285869598389,4.49928617477417,4.214285850524902,3.675605058670044,1593043200,4.4483,40.4421,4.4483,0.1373,4.7229,4.1737,4.438182801481344,4.687259905621022,-0.24907710413967799,-0.32172807101723777,0.07265096687755979,4.347499847412109
2008-03-04,4.356785774230957,4.460000038146973,4.300000190734863,3.7628681659698486,1785383600,4.4357,44.4793,4.4357,0.1237,4.6831,4.1883,4.440110695303925,4.6697379949326585,-0.22962729962873318,-0.3033079167395369,0.0736806171108037,4.450714111328125
2008-03-05,4.413570880889893,4.46928596496582,4.3660712242126465,3.758943557739258,1221836000,4.427,46.0413,4.427,0.1159,4.6588,4.1952,4.441027688013891,4.653170080339033,-0.21214239232514132,-0.2850748118566578,0.07293241953151647,4.446071147918701
2008-03-06,4.450356960296631,4.5535712242126465,4.314642906188965,3.651448965072632,1473698800,4.4251,49.073,4.4251,0.1175,4.6601,4.1901,4.4222433045354546,4.628411496269775,-0.20616819173432077,-0.26929348783219037,0.0631252960978696,4.318929195404053
2008-03-07,4.300356864929199,4.3921427726745605,4.251786231994629,3.6913070678710938,1230462800,4.4269,50.8667,4.4269,0.1162,4.6593,4.1945,4.413601446024254,4.608978883524803,-0.19537743750054926,-0.25451027776586216,0.0591328402653129,4.3660712242126465
2008-03-10,4.356429100036621,4.409286022186279,4.263214111328125,3.614009141921997,999588800,4.4166,44.8842,4.4166,0.1202,4.657,4.1762,4.3922232149952825,4.584213258399702,-0.19199004340441927,-0.2420062308935736,0.05001618748915432,4.2746429443359375
2008-03-11,4.432143211364746,4.552856922149658,4.357142925262451,3.845299482345581,1163943200,4.4128,48.2581,4.4128,0.1145,4.6418,4.1838,4.416221790956044,4.581546643610111,-0.16532485265406738,-0.22666995524567235,0.06134510259160497,4.548213958740234
