Date,Open,High,Low,Adj Close,Volume,sma,rsi,ma,std_dev,upperband,lowerband,EMA12,EMA26,MACD,Signal_Line,MACD_Histogram,Close
2024-02-27,55.29999923706055,55.599998474121094,52.79999923706055,52.67631149291992,35531800,56.145,56.3953,56.145,1.0076,58.1602,54.1298,55.626623155925145,54.87777624204819,0.7488469138769531,1.2016582034798162,-0.4528112896028631,54.099998474121094
2024-02-29,54.29999923706055,55.400001525878906,53.900001525878906,53.55263137817383,23358842,56.095,46.4286,56.095,1.0395,58.174,54.016,55.530219593475124,54.88682985374833,0.6433897397267927,1.0900045107292116,-0.44661477100241886,55.0
2024-03-01,55.599998474121094,56.29999923706055,55.5,54.52631378173828,27616145,56.035,45.6522,56.035,1.0064,58.0478,54.0222,55.60249350217126,54.96928690161882,0.6332066005524339,0.9986449286938561,-0.3654383281414222,56.0
2024-03-04,56.79999923706055,57.20000076293945,55.5,54.1368408203125,33159583,55.99,46.6667,55.99,1.0047,57.9994,53.9806,55.602109651702,55.01600627735973,0.5861033743422723,0.9161366178235394,-0.33003324348126706,55.599998474121094
2024-03-05,56.0,56.79999923706055,55.599998474121094,55.01315689086914,33286799,56.005,51.0638,56.005,1.0102,58.0254,53.9846,55.74024662836323,55.125931738296046,0.6143148900671846,0.8557722722722685,-0.24145738220508384,56.5
2024-03-06,56.0,56.70000076293945,55.70000076293945,55.11052322387695,27864281,56.065,54.4776,56.065,1.008,58.081,54.049,55.87251614309521,55.23512186687568,0.6373942762195313,0.8120966730617211,-0.1747023968421898,56.599998474121094
2024-03-07,56.900001525878906,57.0,55.099998474121094,53.64999771118164,31317457,56.03,47.5862,56.03,1.0296,58.0892,53.9708,55.75366727094535,55.22511272667164,0.5285545442737103,0.755388247304119,-0.22683370303040873,55.099998474121094
2024-03-08,55.20000076293945,55.79999923706055,53.599998474121094,52.773685455322266,28861482,55.935,43.7086,55.935,1.1075,58.15,53.72,55.514641654329054,55.14917850713593,0.36546314719312534,0.6774032272819203,-0.3119400800887949,54.20000076293945
2024-03-11,54.29999923706055,56.29999923706055,54.29999923706055,53.455265045166016,30112305,55.935,50.0,55.935,1.1075,58.15,53.72,55.420081634567495,55.130720952968744,0.28936068159875106,0.5997947181452864,-0.31043403654653534,54.900001525878906
2024-03-12,55.099998474121094,55.599998474121094,54.70000076293945,54.1368408203125,16506519,55.95,51.0067,55.95,1.1005,58.151,53.749,55.447761148344966,55.16548225083188,0.28227889751308766,0.5362915540188467,-0.254012656505759,55.599998474121094
2024-03-13,56.5,57.599998474121094,54.70000076293945,53.26052474975586,66755895,55.87,44.5946,55.87,1.1314,58.1328,53.6072,55.33272108905181,55.131002140617625,0.20171894843418414,0.4693770329019142,-0.26765808446773004,54.70000076293945
2024-03-14,55.400001525878906,56.20000076293945,54.29999923706055,53.455265045166016,48321534,55.79,44.5946,55.79,1.1411,58.0722,53.5078,55.266148848563674,55.113890983970315,0.15225786459335922,0.40595319924020323,-0.253695334646844,54.900001525878906
